priority_rank,customer_id,segment,label,risk_score,dominant_modality,next_best_action,contributing_text,contributing_voice,contributing_txn,text_score,text_label,text_snippet,voice_score,voice_label,transcript_snippet,txn_score,top_txn_features
173,CUST00071,ussd_user,0,0.2386,text,No urgent action; continue routine monitoring.,0.6775,,0.6163,0.2890489995479584,other,Can I get a statement of.,,,,0.20978248993939644,"[[""avg_resolution_delay"", -0.2628], [""txn_frequency_change"", -0.1644], [""failed_transfers_count"", -0.0618]]"
174,CUST00281,mobile_app_user,0,0.2375,text,No urgent action; continue routine monitoring.,0.6721,0.1381,0.4776,0.30866000056266785,other,I would like to update my phone number linked to my account when convenient.,0.368688702583313,other,i just want to update my phone number when you are less busy,0.17496984693353773,"[[""txn_frequency_change"", -0.3536], [""avg_resolution_delay"", -0.3048], [""failed_transfers_count"", -0.0618]]"
175,CUST00027,ussd_user,0,0.2371,text,No urgent action; continue routine monitoring.,0.7415,0.1558,0.388,0.3405230939388275,other,Please can you confirm if my.,0.41608235239982605,unfair_charge,i was charged twice on 18 August that is,0.14214444772898177,"[[""txn_frequency_change"", -0.6709], [""avg_resolution_delay"", -0.1319], [""app_sessions_change"", -0.1169]]"
176,CUST00741,ussd_user,0,0.2356,txn,No urgent action; continue routine monitoring.,,,1.2768,,,,,,,0.241747379251076,"[[""txn_frequency_change"", -0.125], [""avg_resolution_delay"", -0.1093], [""app_sessions_change"", -0.0641]]"
177,CUST00697,ussd_user,0,0.2355,text,No urgent action; continue routine monitoring.,0.5571,0.1645,0.5551,0.2558504641056061,other,Thank you for resolving my last.,0.43920063972473145,delayed_refund,"i am still waiting for 1,500 naira reversal from",0.20335520415253086,"[[""txn_frequency_change"", -0.2212], [""avg_resolution_delay"", -0.1772], [""app_sessions_change"", -0.1659]]"
178,CUST00485,mobile_app_user,0,0.235,txn,No urgent action; continue routine monitoring.,,0.2883,0.9855,,,,0.45236971974372864,unauthorised_deduction,"somebody took 8,000 naira from my account on 19 July i did not authorise it at all please",0.21218862497514704,"[[""txn_frequency_change"", -0.3839], [""app_sessions_change"", -0.1152], [""avg_resolution_delay"", -0.0883]]"
179,CUST00508,ussd_user,0,0.2348,text,No urgent action; continue routine monitoring.,0.7981,,0.4747,0.3405230939388275,other,Please can you confirm if my.,,,,0.16158333367841754,"[[""txn_frequency_change"", -0.5101], [""avg_resolution_delay"", -0.2276], [""app_sessions_change"", -0.1985]]"
180,CUST00797,mobile_app_user,0,0.2337,txn,No urgent action; continue routine monitoring.,,,1.2667,,,,,,,0.23982848957664696,"[[""txn_frequency_change"", -0.3703], [""days_since_last_complaint"", 0.3223], [""avg_resolution_delay"", -0.1772]]"
181,CUST00018,ussd_user,0,0.2327,txn,No urgent action; continue routine monitoring.,,,1.261,,,,,,,0.23875506208606384,"[[""avg_resolution_delay"", -0.2083], [""app_sessions_change"", -0.1765], [""failed_transfers_count"", -0.0618]]"
182,CUST00849,mobile_app_user,0,0.2324,txn,No urgent action; continue routine monitoring.,,0.2733,0.9861,,,,0.42877593636512756,delayed_refund,"i am still waiting for 25,000 naira reversal from 23 August please when will it enter my account",0.21231086531275287,"[[""txn_frequency_change"", -0.2032], [""avg_resolution_delay"", -0.1839], [""app_sessions_change"", -0.1205]]"
183,CUST00614,mobile_app_user,0,0.2294,txn,No urgent action; continue routine monitoring.,,,1.2422,,,,,,,0.23518254791257368,"[[""txn_frequency_change"", -0.2866], [""days_since_last_complaint"", 0.2423], [""app_sessions_change"", -0.1657]]"
184,CUST00208,mobile_app_user,0,0.229,text,No urgent action; continue routine monitoring.,0.5761,0.1647,0.4994,0.2645656168460846,other,"Just checking my account balance and recent transactions, everything looks fine.",0.4398208558559418,other,"i sent money since 21 July the app say failed but my balance don reduce by 25,000 naira please help me",0.18295083722291045,"[[""txn_frequency_change"", -0.4574], [""avg_resolution_delay"", -0.1764], [""app_sessions_change"", -0.0928]]"
185,CUST00637,mobile_app_user,0,0.2288,txn,No urgent action; continue routine monitoring.,,,1.2389,,,,,,,0.23455907960657818,"[[""txn_frequency_change"", -0.1852], [""app_sessions_change"", -0.129], [""avg_resolution_delay"", -0.126]]"
186,CUST00243,mobile_app_user,0,0.2283,txn,No urgent action; continue routine monitoring.,,,1.2363,,,,,,,0.23407746515329084,"[[""txn_frequency_change"", -0.3503], [""days_since_last_complaint"", 0.3052], [""avg_resolution_delay"", -0.2452]]"
187,CUST00193,mobile_app_user,0,0.2267,text,No urgent action; continue routine monitoring.,0.6201,,0.6068,0.2645656168460846,other,"Just checking my account balance and recent transactions, everything looks fine.",,,,0.2065265981200275,"[[""txn_frequency_change"", -0.1934], [""avg_resolution_delay"", -0.1621], [""app_sessions_change"", -0.1533]]"
188,CUST00535,mobile_app_user,0,0.2254,txn,No urgent action; continue routine monitoring.,,0.2693,0.9502,,,,0.42261236906051636,app_downtime,the app has been down since 26 July i cannot send money at all please fix it,0.2045875814684234,"[[""txn_frequency_change"", -0.3831], [""avg_resolution_delay"", -0.1932], [""failed_transfers_count"", -0.0618]]"
189,CUST00178,ussd_user,1,0.2246,txn,No urgent action; continue routine monitoring.,0.5076,0.1242,0.5834,0.2330922782421112,other,The app has been working well.,0.33147820830345154,other,good afternoon i just want,0.2137215405906278,"[[""avg_resolution_delay"", -0.241], [""txn_frequency_change"", -0.1438], [""app_sessions_change"", -0.099]]"
190,CUST00785,mobile_app_user,1,0.2245,txn,No urgent action; continue routine monitoring.,,0.2993,0.9151,,,,0.46964627504348755,unauthorised_deduction,"please i saw a debit of 12,000 naira i did not do this on 17 July i need this checked urgently",0.19702857970006404,"[[""avg_resolution_delay"", -0.2704], [""txn_frequency_change"", -0.2513], [""app_sessions_change"", -0.0721]]"
191,CUST00376,ussd_user,0,0.221,text,No urgent action; continue routine monitoring.,0.6294,0.1397,0.4248,0.2890489995479584,other,Can I get a statement of.,0.37310001254081726,other,i just want to update my,0.1556211212600761,"[[""txn_frequency_change"", -0.5176], [""app_sessions_change"", -0.2203], [""avg_resolution_delay"", -0.1529]]"
192,CUST00304,ussd_user,1,0.2207,txn,No urgent action; continue routine monitoring.,,,1.1926,,,,,,,0.22579100248297937,"[[""avg_resolution_delay"", -0.241], [""app_sessions_change"", -0.1402], [""failed_transfers_count"", -0.0618]]"
193,CUST00705,ussd_user,0,0.2185,txn,No urgent action; continue routine monitoring.,,,1.1795,,,,,,,0.2233108471201367,"[[""avg_resolution_delay"", -0.2628], [""txn_frequency_change"", -0.1692], [""app_sessions_change"", -0.0544]]"
194,CUST00340,mobile_app_user,0,0.2184,txn,No urgent action; continue routine monitoring.,0.317,,0.8619,0.1352357566356659,other,"Please can you confirm if my salary alert came in today, thank you.",,,,0.2933593659942067,"[[""avg_resolution_delay"", -0.1521], [""days_since_last_complaint"", 0.1255], [""app_sessions_change"", -0.0488]]"
195,CUST00327,mobile_app_user,1,0.2141,txn,No urgent action; continue routine monitoring.,0.4255,,0.7283,0.18155083060264587,other,"Thank you for resolving my last complaint quickly, I appreciate the support.",,,,0.24790426679312702,"[[""txn_frequency_change"", -0.1568], [""avg_resolution_delay"", -0.1521], [""app_sessions_change"", -0.0606]]"
196,CUST00066,ussd_user,0,0.214,txn,No urgent action; continue routine monitoring.,,0.1453,1.0077,,,,0.22792907059192657,other,thank you for helping me,0.2169651033407235,"[[""txn_frequency_change"", -0.2858], [""avg_resolution_delay"", -0.2167], [""days_since_last_complaint"", 0.1014]]"
197,CUST00214,ussd_user,0,0.2103,txn,No urgent action; continue routine monitoring.,,0.2378,0.8931,,,,0.37310001254081726,other,i just want to update my,0.19229941772277356,"[[""txn_frequency_change"", -0.4188], [""avg_resolution_delay"", -0.22], [""app_sessions_change"", -0.1584]]"
198,CUST00059,mobile_app_user,0,0.2072,txn,No urgent action; continue routine monitoring.,,,1.1123,,,,,,,0.21059095651404686,"[[""txn_frequency_change"", -0.4277], [""days_since_last_complaint"", 0.1645], [""avg_resolution_delay"", -0.1487]]"
199,CUST00429,ussd_user,0,0.2068,txn,No urgent action; continue routine monitoring.,,0.2435,0.8663,,,,0.38207003474235535,card_declined,my card was declined at the pos on 04 August,0.18653053150977528,"[[""txn_frequency_change"", -0.3076], [""avg_resolution_delay"", -0.1479], [""app_sessions_change"", -0.1451]]"
200,CUST00028,mobile_app_user,0,0.2054,text,No urgent action; continue routine monitoring.,0.6201,,0.4813,0.2645656168460846,other,"Just checking my account balance and recent transactions, everything looks fine.",,,,0.16383564725765343,"[[""avg_resolution_delay"", -0.2687], [""app_sessions_change"", -0.2569], [""txn_frequency_change"", -0.2309]]"
201,CUST00858,mobile_app_user,0,0.2044,txn,No urgent action; continue routine monitoring.,,,1.0949,,,,,,,0.20729669505495274,"[[""txn_frequency_change"", -0.3467], [""avg_resolution_delay"", -0.1848], [""app_sessions_change"", -0.0659]]"
202,CUST00793,ussd_user,0,0.2039,txn,No urgent action; continue routine monitoring.,,,1.092,,,,,,,0.20675789516963036,"[[""txn_frequency_change"", -0.2359], [""avg_resolution_delay"", -0.2259], [""app_sessions_change"", -0.0583]]"
203,CUST00514,ussd_user,0,0.2036,txn,No urgent action; continue routine monitoring.,,0.262,0.8281,,,,0.4111029803752899,other,"why did you charge me 5,000 naira extra on",0.17830107282276933,"[[""txn_frequency_change"", -0.3807], [""app_sessions_change"", -0.1913], [""avg_resolution_delay"", -0.1655]]"
204,CUST00626,ussd_user,1,0.2025,txn,No urgent action; continue routine monitoring.,,0.2583,0.8253,,,,0.4052765965461731,other,"good day please my transfer of 65,000 naira on 16",0.17769150749027604,"[[""txn_frequency_change"", -0.4502], [""avg_resolution_delay"", -0.1563], [""failed_transfers_count"", -0.0618]]"
205,CUST00896,mobile_app_user,0,0.2018,txn,No urgent action; continue routine monitoring.,,,1.079,,,,,,,0.20429304249162106,"[[""txn_frequency_change"", -0.3284], [""avg_resolution_delay"", -0.2628], [""failed_transfers_count"", -0.0618]]"
206,CUST00152,mobile_app_user,0,0.2016,txn,No urgent action; continue routine monitoring.,,,1.0775,,,,,,,0.20400478639811945,"[[""txn_frequency_change"", -0.3707], [""app_sessions_change"", -0.1862], [""avg_resolution_delay"", -0.1093]]"
207,CUST00749,ussd_user,1,0.1971,txn,No urgent action; continue routine monitoring.,,,1.0493,,,,,,,0.19866357852907363,"[[""txn_frequency_change"", -0.2058], [""avg_resolution_delay"", -0.1982], [""app_sessions_change"", -0.1148]]"
208,CUST00266,mobile_app_user,0,0.1964,txn,No urgent action; continue routine monitoring.,0.5029,,0.5423,0.2145872712135315,other,Can I get a statement of account for the last three months please.,,,,0.18459825952918738,"[[""avg_resolution_delay"", -0.2838], [""txn_frequency_change"", -0.2597], [""app_sessions_change"", -0.1174]]"
209,CUST00735,ussd_user,0,0.1959,txn,No urgent action; continue routine monitoring.,,,1.0419,,,,,,,0.19726036935987415,"[[""txn_frequency_change"", -0.4193], [""avg_resolution_delay"", -0.1588], [""app_sessions_change"", -0.0673]]"
210,CUST00531,ussd_user,1,0.1941,txn,No urgent action; continue routine monitoring.,,,1.0303,,,,,,,0.19507770644744382,"[[""txn_frequency_change"", -0.279], [""avg_resolution_delay"", -0.22], [""app_sessions_change"", -0.1273]]"
211,CUST00719,ussd_user,0,0.1926,txn,No urgent action; continue routine monitoring.,,,1.0207,,,,,,,0.19325239430207544,"[[""avg_resolution_delay"", -0.2762], [""txn_frequency_change"", -0.2437], [""app_sessions_change"", -0.1815]]"
212,CUST00840,mobile_app_user,0,0.1871,txn,No urgent action; continue routine monitoring.,,,0.9853,,,,,,,0.1865579381989063,"[[""txn_frequency_change"", -0.3586], [""app_sessions_change"", -0.1434], [""avg_resolution_delay"", -0.1336]]"
213,CUST00129,mobile_app_user,0,0.1842,txn,No urgent action; continue routine monitoring.,,,0.9662,,,,,,,0.18293095898939313,"[[""txn_frequency_change"", -0.2922], [""avg_resolution_delay"", -0.2158], [""app_sessions_change"", -0.1247]]"
214,CUST00004,mobile_app_user,0,0.1836,txn,No urgent action; continue routine monitoring.,,,0.962,,,,,,,0.18213762414316928,"[[""txn_frequency_change"", -0.3776], [""avg_resolution_delay"", -0.2326], [""app_sessions_change"", -0.1224]]"
215,CUST00758,mobile_app_user,0,0.1835,txn,No urgent action; continue routine monitoring.,,,0.9613,,,,,,,0.1820035618737706,"[[""txn_frequency_change"", -0.2662], [""app_sessions_change"", -0.2296], [""avg_resolution_delay"", -0.1848]]"
216,CUST00159,ussd_user,1,0.1826,txn,No urgent action; continue routine monitoring.,,,0.955,,,,,,,0.1808218594934017,"[[""txn_frequency_change"", -0.3583], [""avg_resolution_delay"", -0.2788], [""app_sessions_change"", -0.0472]]"
217,CUST00820,ussd_user,0,0.1791,txn,No urgent action; continue routine monitoring.,,,0.9316,,,,,,,0.1763738776745729,"[[""txn_frequency_change"", -0.4866], [""avg_resolution_delay"", -0.2603], [""days_since_last_complaint"", 0.1116]]"
218,CUST00880,mobile_app_user,0,0.1785,txn,No urgent action; continue routine monitoring.,,,0.9274,,,,,,,0.17558217820165573,"[[""txn_frequency_change"", -0.3614], [""avg_resolution_delay"", -0.2477], [""app_sessions_change"", -0.1569]]"
219,CUST00490,ussd_user,0,0.1729,txn,No urgent action; continue routine monitoring.,,,0.8887,,,,,,,0.16825258458372244,"[[""avg_resolution_delay"", -0.3014], [""txn_frequency_change"", -0.2918], [""app_sessions_change"", -0.1275]]"
220,CUST00381,mobile_app_user,0,0.172,txn,No urgent action; continue routine monitoring.,,,0.8827,,,,,,,0.1671313152776028,"[[""txn_frequency_change"", -0.4312], [""avg_resolution_delay"", -0.2393], [""app_sessions_change"", -0.2028]]"
221,CUST00562,mobile_app_user,0,0.1695,txn,No urgent action; continue routine monitoring.,,,0.865,,,,,,,0.1637732025043281,"[[""txn_frequency_change"", -0.457], [""avg_resolution_delay"", -0.3048], [""failed_transfers_count"", -0.0618]]"
222,CUST00238,mobile_app_user,0,0.1671,txn,No urgent action; continue routine monitoring.,,,0.8477,,,,,,,0.16049562085161986,"[[""txn_frequency_change"", -0.4461], [""avg_resolution_delay"", -0.2108], [""app_sessions_change"", -0.1652]]"
223,CUST00492,mobile_app_user,0,0.1665,text,No urgent action; continue routine monitoring.,0.4255,,0.4178,0.18155083060264587,other,"Thank you for resolving my last complaint quickly, I appreciate the support.",,,,0.14221757130457086,"[[""txn_frequency_change"", -0.7448], [""avg_resolution_delay"", -0.1604], [""app_sessions_change"", -0.0972]]"
224,CUST00039,ussd_user,0,0.1644,txn,No urgent action; continue routine monitoring.,,,0.8284,,,,,,,0.15684100829112024,"[[""txn_frequency_change"", -0.3182], [""avg_resolution_delay"", -0.3048], [""app_sessions_change"", -0.2026]]"
225,CUST00135,ussd_user,0,0.1545,txn,No urgent action; continue routine monitoring.,,,0.7545,,,,,,,0.1428489692217666,"[[""txn_frequency_change"", -0.4576], [""app_sessions_change"", -0.3045], [""avg_resolution_delay"", -0.2385]]"
